Iteration,MuTheta,Lambda2,Sig2Gamma,MuGamma,beta,Sig2Theta,CovThetaGamma,R2,rmse,intercept
495901,-0.3865,0.0519,0.0237,-0.2645,0.5451,0.058979024,0.0129359,0.119546805,0.227877752,-0.242403481
496001,-0.2906,0.0397,0.0186,-0.2805,0.3329,0.0417225,0.006200241,0.049466469,0.19914476,-0.197245831
496101,-0.3279,0.0356,0.017,-0.257,0.502,0.039860297,0.008514629,0.107239379,0.188641734,-0.19893864
496201,-0.3137,0.0317,0.0417,-0.2213,0.6407,0.048784917,0.026696392,0.350614827,0.17798933,-0.171891445
496301,-0.3362,0.0329,0.0217,-0.2108,0.9958,0.054417854,0.021619882,0.395615048,0.181354161,-0.126264272
496401,-0.379,0.0784,0.0267,-0.2666,0.3416,0.081539045,0.00913448,0.038271036,0.280032964,-0.287942167
496501,-0.3573,0.014,0.0195,-0.2908,0.8298,0.027460266,0.016172634,0.488711514,0.118491003,-0.115946398
496601,-0.3084,0.0166,0.012,-0.2802,0.7438,0.023208923,0.008923742,0.285976148,0.12873121,-0.100049792
496701,-0.3145,0.045,0.0183,-0.2447,1.6037,0.09212093,0.02939755,0.511778178,0.212074158,0.077935406
496801,-0.3867,0.0118,0.0227,-0.2603,0.7639,0.025078084,0.01733519,0.528061314,0.108790248,-0.18779572
496901,-0.4198,0.034,0.0185,-0.2723,1.1892,0.060132752,0.021945407,0.434003555,0.184485566,-0.096010747
497001,-0.318,0.0248,0.0169,-0.24,1.2198,0.050049411,0.020673269,0.503863524,0.157579625,-0.02521994
497101,-0.2333,0.0198,0.0181,-0.2458,0.9538,0.036237041,0.017217407,0.453161087,0.14076869,0.001157366
497201,-0.3559,0.0125,0.0169,-0.2226,0.7479,0.021965263,0.012646531,0.43062156,0.111832675,-0.189375403
497301,-0.3648,0.0133,0.0303,-0.2876,1.4162,0.074195686,0.042971581,0.820208003,0.115498011,0.042446626
497401,-0.2647,0.0461,0.0311,-0.2391,1.1895,0.090044083,0.036936494,0.487954425,0.214724648,0.019690441
497501,-0.2136,0.00399,0.028,-0.2322,0.4058,0.008596322,0.011358361,0.536135896,0.063146855,-0.119346744
497601,-0.2883,0.0144,0.0282,-0.2145,1.7537,0.101226522,0.049505961,0.857656529,0.120037221,0.087915473
497701,-0.3171,0.0468,0.0215,-0.251,1.0742,0.071710552,0.023142637,0.346679201,0.216448597,-0.047424592
497801,-0.2959,0.0226,0.0198,-0.2314,0.8055,0.035448826,0.015957793,0.362614706,0.150314871,-0.109549363
497901,-0.2999,0.0397,0.0351,-0.2516,1.0497,0.078299905,0.036800748,0.493368836,0.199171212,-0.035751651
498001,-0.1807,0.0103,0.0202,-0.1986,0.5433,0.016299356,0.010991167,0.366358871,0.101626485,-0.072826071
498101,-0.2412,0.0159,0.0244,-0.2135,0.7426,0.029321787,0.018137529,0.459344756,0.12590861,-0.082604745
498201,-0.4241,0.0326,0.0248,-0.241,0.9291,0.054043762,0.023063234,0.396507111,0.180596307,-0.200180232
498301,-0.1748,0.0664,0.0271,-0.2602,0.4805,0.072690471,0.013024573,0.086086379,0.257745634,-0.049763652
498401,-0.3367,0.0205,0.0228,-0.2345,0.961,0.041512461,0.021895071,0.506847015,0.143080376,-0.111288478
498501,-0.291,0.00961,0.0185,-0.2771,1.0964,0.031890714,0.020324259,0.69875872,0.098014282,0.012800025
498601,-0.3757,0.0811,0.0147,-0.2524,0.9149,0.093420122,0.013429983,0.131530302,0.284837753,-0.144742461
498701,-0.3136,0.0658,0.0218,-0.2677,1.1315,0.093743519,0.02466102,0.297671597,0.256590599,-0.010733147
498801,-0.3014,0.0281,0.0255,-0.2806,0.4367,0.032999246,0.011137915,0.147380443,0.167737301,-0.17889189
498901,-0.2296,0.0408,0.0237,-0.2148,0.0531,0.040914475,0.001259759,0.001633779,0.202107966,-0.2181609
499001,-0.2779,0.0322,0.0194,-0.2283,2.0106,0.11059281,0.038987452,0.708809582,0.179453522,0.181137264
499101,-0.2628,0.0235,0.028,-0.2048,1.2458,0.066906852,0.034882403,0.64950055,0.153136589,-0.00767023
499201,-0.3511,0.0279,0.0194,-0.2466,0.7021,0.037475062,0.013617613,0.255143154,0.167073505,-0.178028272
499301,-0.3116,0.0161,0.0324,-0.2807,1.3969,0.079325531,0.045264524,0.79711569,0.126861758,0.080445087
499401,-0.2545,0.0386,0.0391,-0.2735,0.8099,0.064296233,0.031704505,0.399380266,0.196513578,-0.032971904
499501,-0.2279,0.038,0.0214,-0.2276,0.5517,0.044534175,0.011815193,0.146358817,0.19497745,-0.102328535
499601,-0.3044,0.0532,0.0342,-0.2067,0.5592,0.063856966,0.01910034,0.167267681,0.230598697,-0.18878716
499701,-0.2794,0.0371,0.0241,-0.2629,1.1382,0.068255475,0.027384451,0.456634171,0.192581651,0.019797572
499801,-0.2384,0.0208,0.0263,-0.2267,1.0758,0.051169458,0.028269737,0.594371037,0.144068783,0.005488948
499901,-0.3017,0.0607,0.0126,-0.2724,0.5657,0.064733321,0.00715456,0.062528469,0.246344566,-0.147661198
500001,-0.3436,0.023,0.0155,-0.2653,1.1342,0.042893192,0.017549827,0.464075834,0.151616285,-0.042706628
500101,-0.2975,0.00457,0.0207,-0.2638,1.039,0.026920381,0.0215097,0.830180437,0.067613662,-0.023406132
500201,-0.2553,0.00761,0.0235,-0.2263,0.9065,0.026886462,0.021269947,0.717110305,0.087211828,-0.050134466
500301,-0.2613,0.043,0.0179,-0.2599,0.4475,0.046570007,0.007990071,0.076776541,0.207351206,-0.145032953
500401,-0.279,0.00806,0.0105,-0.2552,0.2077,0.008506709,0.002174146,0.0530859,0.089750335,-0.225956351
500501,-0.2788,0.0264,0.0289,-0.2194,0.5357,0.034723258,0.015475283,0.238765476,0.16258088,-0.161279705
500601,-0.3088,0.0299,0.0236,-0.2377,1.0443,0.055672272,0.024652387,0.462442862,0.172994298,-0.060561017
500701,-0.2987,0.0148,0.0391,-0.2899,1.2146,0.072526488,0.047518328,0.795812156,0.121692346,0.053418973
500801,-0.2587,0.0285,0.0197,-0.225,0.1843,0.029176755,0.003637117,0.022968296,0.168839021,-0.217253483
500901,-0.2447,0.00823,0.0243,-0.254,0.6571,0.018722117,0.015959204,0.560149305,0.090746549,-0.077790063
501001,-0.2726,0.0317,0.00991,-0.2371,1.2654,0.047613013,0.01254415,0.333382021,0.178156366,0.02744036
501101,-0.2514,0.0119,0.025,-0.1969,1.0426,0.039087693,0.026048218,0.69477635,0.109226775,-0.046090937
501201,-0.3516,0.0576,0.022,-0.2387,0.0855,0.057810187,0.001881885,0.002782011,0.240102808,-0.331163157
501301,-0.2813,0.00889,0.0229,-0.2749,0.6515,0.018619235,0.014928989,0.522377524,0.094302519,-0.102140474
501401,-0.3351,0.00417,0.0176,-0.2892,1.0087,0.022027073,0.017705494,0.810777883,0.064560123,-0.043433506
501501,-0.2826,0.00504,0.0463,-0.2526,1.1091,0.062052478,0.051401848,0.91874142,0.071009128,-0.002444457
501601,-0.3099,0.00782,0.0207,-0.2942,1.0388,0.030127672,0.021478266,0.740601732,0.088402862,-0.004240652
501701,-0.2946,0.0124,0.0409,-0.2518,1.0175,0.054735913,0.041564677,0.772645996,0.111554601,-0.038437599
501801,-0.2469,0.0245,0.0246,-0.2698,0.6473,0.034755764,0.015898656,0.296118766,0.156409495,-0.072298515
501901,-0.2998,0.046,0.0394,-0.274,0.7177,0.066319917,0.028294205,0.306180043,0.214508932,-0.103166439
502001,-0.2555,0.0415,0.0245,-0.2582,1.0225,0.067058981,0.025012519,0.38137167,0.203677651,0.008547112
502101,-0.304,0.0421,0.0177,-0.2634,2.124,0.12187774,0.037563427,0.654625616,0.205166882,0.255483034
502201,-0.2872,0.0809,0.0137,-0.2675,1.0846,0.097034947,0.014909204,0.166643178,0.284367254,0.002920145
502301,-0.3514,0.065,0.0335,-0.3184,1.2156,0.114514048,0.040723649,0.432290306,0.254972028,0.035611449
502401,-0.2454,0.0366,0.025,-0.2776,0.3959,0.040558554,0.009896364,0.096598566,0.191417491,-0.13551246
502501,-0.3167,0.0436,0.0175,-0.2541,0.3721,0.045984091,0.006501768,0.05261755,0.208721156,-0.2221261
502601,-0.3567,0.0286,0.0162,-0.2466,0.968,0.043799909,0.01567826,0.346515072,0.169182093,-0.117914462
502701,-0.288,0.0242,0.0172,-0.2349,1.822,0.081473659,0.031415975,0.70256767,0.155669202,0.139995798
502801,-0.3115,0.0251,0.0196,-0.2987,0.4448,0.028940263,0.008718748,0.134006933,0.158310034,-0.178630301
502901,-0.3361,0.0282,0.0139,-0.2245,0.9076,0.039692974,0.012641849,0.289051944,0.167987032,-0.132346982
503001,-0.1914,0.0936,0.0246,-0.2259,1.3459,0.138152855,0.033133235,0.322794871,0.305872232,0.112600068
503101,-0.3294,0.0236,0.0269,-0.2234,1.0948,0.055831724,0.029417838,0.576874413,0.153700459,-0.084794081
503201,-0.3334,0.0141,0.0223,-0.2544,0.8538,0.030425874,0.019076682,0.535312889,0.118905474,-0.116199878
503301,-0.2835,0.0157,0.0255,-0.2227,0.763,0.030566666,0.019461551,0.485812334,0.12536747,-0.113570621
503401,-0.2995,0.0215,0.0228,-0.2641,0.6624,0.031571555,0.01513353,0.317518988,0.14678892,-0.124614975
503501,-0.3228,0.012,0.0196,-0.2468,1.057,0.033894514,0.020734913,0.646607857,0.1094443,-0.061964438
503601,-0.3496,0.0552,0.0176,-0.2496,0.6069,0.061630419,0.010669577,0.105067236,0.23485119,-0.198090499
503701,-0.2892,0.0366,0.0217,-0.2096,0.549,0.043095557,0.011914061,0.15176906,0.191193578,-0.174148305
503801,-0.3836,0.0551,0.032,-0.2956,1.175,0.099248872,0.037568176,0.444768414,0.234746903,-0.036311799
503901,-0.3531,0.0326,0.0291,-0.2557,1.3135,0.082856708,0.038227605,0.60601458,0.180677434,-0.01729822
504001,-0.2536,0.00467,0.0233,-0.2612,1.062,0.03099547,0.024786096,0.849242568,0.068357864,0.023809078
504101,-0.249,0.00195,0.0251,-0.2264,0.6427,0.012330306,0.016148958,0.841775108,0.044169688,-0.103520316
504201,-0.2591,0.00479,0.0159,-0.2424,1.1952,0.027473116,0.018975934,0.82551674,0.06923582,0.030576953
504301,-0.3062,0.00652,0.016,-0.2516,1.2709,0.032322203,0.020305344,0.798421551,0.080718397,0.013473969
504401,-0.2421,0.0292,0.025,-0.234,0.4037,0.033262881,0.010099507,0.122577542,0.170837931,-0.147637303
504501,-0.226,0.00655,0.0171,-0.2383,0.5802,0.012322002,0.009945682,0.468300133,0.080941995,-0.087740013
504601,-0.3023,0.026,0.0138,-0.2094,0.7157,0.033092204,0.009870132,0.213475536,0.161331423,-0.152451023
504701,-0.2582,0.0105,0.0168,-0.2137,0.7392,0.019695985,0.0124207,0.466171461,0.102539157,-0.10018383
504801,-0.3937,0.0365,0.0166,-0.2636,1.1856,0.059793189,0.019656962,0.389758195,0.191019119,-0.081206553
504901,-0.3348,0.047,0.0193,-0.2613,0.9954,0.06610799,0.019221937,0.289428221,0.21673595,-0.074791761
505001,-0.2323,0.00587,0.0284,-0.2871,0.4284,0.011080813,0.012167816,0.470479816,0.076599701,-0.109303602
505101,-0.2725,0.0142,0.0238,-0.2567,0.8032,0.029542389,0.01909909,0.519245212,0.119174851,-0.066318697
505201,-0.2944,0.00979,0.00614,-0.2547,1.005,0.015999291,0.00617567,0.387942853,0.098956963,-0.038389244
505301,-0.2794,0.00129,0.0267,-0.2684,0.9391,0.024796265,0.025028974,0.947902336,0.035942002,-0.027366326
505401,-0.2023,0.0251,0.0306,-0.1942,1.2645,0.074042402,0.038713121,0.661161941,0.158393131,0.043177894
505501,-0.2083,0.0122,0.0128,-0.2171,0.7295,0.019010899,0.009362438,0.359286078,0.110365519,-0.049928959
505601,-0.4426,0.0359,0.0204,-0.2232,0.8132,0.049369163,0.016609263,0.273574048,0.189375398,-0.261091956
505701,-0.3279,0.048,0.0302,-0.2524,0.946,0.075004437,0.028572542,0.360390358,0.219028677,-0.089194068
505801,-0.2348,0.0111,0.0264,-0.2235,1.3687,0.060439748,0.03607729,0.816994537,0.105170358,0.071100227
505901,-0.2576,0.00333,0.0262,-0.2797,0.364,0.006801858,0.009533177,0.510119894,0.057724303,-0.155820824
506001,-0.2535,0.022,0.0194,-0.2515,1.2511,0.05231092,0.024261148,0.580261647,0.148178607,0.061176398
506101,-0.3266,0.0744,0.0317,-0.2746,0.4773,0.081586568,0.015114629,0.088428076,0.272712347,-0.19555444
506201,-0.2148,0.0413,0.025,-0.2733,0.2516,0.042900878,0.00628406,0.036856096,0.203272525,-0.14600554
506301,-0.3219,0.0492,0.027,-0.2709,0.9184,0.071960769,0.024818572,0.316738629,0.221738616,-0.073125206
506401,-0.3153,0.0444,0.0194,-0.2336,0.6621,0.052871558,0.012841362,0.160801253,0.21064127,-0.160687268
506501,-0.2682,0.0133,0.0265,-0.2198,0.5513,0.021343499,0.014609927,0.377373333,0.115278063,-0.147002224
506601,-0.3524,0.0536,0.0174,-0.2417,1.21,0.07917373,0.021111194,0.322639492,0.231579702,-0.059890071
506701,-0.3045,0.0101,0.0178,-0.2514,0.8386,0.022657271,0.014946973,0.553250004,0.100608824,-0.09369087
506801,-0.3719,0.0233,0.0424,-0.2727,0.8501,0.053917401,0.03607552,0.568775116,0.152481228,-0.140121266
506901,-0.4,0.0489,0.0249,-0.3058,0.5863,0.057448015,0.014571809,0.148723944,0.221142758,-0.220763514
507001,-0.3223,0.0651,0.02,-0.2391,0.9224,0.082161557,0.018487901,0.20755886,0.255163081,-0.1017769
507101,-0.2847,0.00992,0.017,-0.2165,0.9571,0.025473298,0.016247895,0.610468366,0.099612525,-0.077553309
507201,-0.1656,0.0375,0.0395,-0.225,1.4332,0.118509691,0.056544784,0.683846858,0.193564489,0.156831712
507301,-0.2259,0.0362,0.0156,-0.2071,1.3664,0.065288958,0.021309575,0.445993327,0.190185483,0.057018985
507401,-0.2712,0.0106,0.0234,-0.2534,0.5098,0.016662831,0.011917224,0.364620857,0.102894195,-0.142023778
507501,-0.3178,0.012,0.0286,-0.2697,0.512,0.019506519,0.014632942,0.384071314,0.109611244,-0.179685077
507601,-0.242,0.0135,0.022,-0.2095,0.6222,0.021983954,0.013671317,0.386944899,0.116092097,-0.111612223
507701,-0.2896,0.0241,0.0203,-0.2006,0.6856,0.033604269,0.013925577,0.284099872,0.15510416,-0.152064884
507801,-0.2066,0.011,0.0155,-0.2349,0.6142,0.016883119,0.009506856,0.34586966,0.105089296,-0.062342148
507901,-0.2564,0.00663,0.0103,-0.2267,0.6521,0.011015239,0.00671863,0.397760245,0.081448236,-0.108599819
508001,-0.2986,0.0284,0.0112,-0.2449,1.7344,0.061985895,0.019376572,0.542182559,0.168458374,0.126111891
508101,-0.2816,0.0442,0.0128,-0.255,0.9212,0.055100989,0.011817639,0.197568709,0.210273054,-0.046661343
508201,-0.2655,0.0192,0.0377,-0.1928,0.0611,0.01933945,0.002305509,0.007282873,0.138559024,-0.253700402
508301,-0.283,0.0243,0.0185,-0.2705,1.1823,0.05024389,0.021926558,0.515952849,0.15595003,0.036789925
508401,-0.262,0.0208,0.00931,-0.2435,1.166,0.033414618,0.010854,0.378739141,0.144080513,0.022006584
508501,-0.3214,0.0392,0.015,-0.2823,1.1247,0.058138755,0.016831031,0.32558429,0.198014368,-0.00390825
508601,-0.2081,0.0511,0.0094,-0.2354,0.9636,0.059877357,0.009062605,0.145843098,0.226151846,0.018761241
508701,-0.325,0.0218,0.0208,-0.3007,0.5091,0.027138394,0.0105766,0.198405544,0.147492326,-0.171927724
508801,-0.259,0.0104,0.0238,-0.2806,0.5939,0.018794699,0.014115284,0.446066118,0.10203441,-0.092322171
508901,-0.2418,0.0381,0.0126,-0.2444,0.219,0.03867818,0.002754235,0.015597655,0.195127883,-0.188211872
509001,-0.3115,0.019,0.0238,-0.2506,0.7983,0.034242871,0.019031851,0.44371049,0.138017933,-0.111489867
509101,-0.343,0.0694,0.0164,-0.2581,0.9113,0.083013656,0.014935433,0.163951023,0.263445407,-0.107712703
509201,-0.3728,0.0287,0.0314,-0.2718,0.9017,0.054264086,0.028342026,0.47097954,0.169430847,-0.127719166
509301,-0.2467,0.0192,0.0219,-0.2696,1.1461,0.047893555,0.025066454,0.599831167,0.138439547,0.062263814
509401,-0.2886,0.0122,0.0223,-0.2439,0.1849,0.012930011,0.004126268,0.058993557,0.110305141,-0.243523975
509501,-0.3437,0.00605,0.0185,-0.2689,0.5967,0.012636851,0.011045288,0.521541703,0.077757354,-0.183269753
509601,-0.3436,0.014,0.0271,-0.2842,0.6731,0.026269291,0.018260301,0.467851389,0.118233526,-0.152334928
509701,-0.2271,0.0493,0.0271,-0.2496,0.2443,0.050890902,0.006613043,0.031742852,0.221980809,-0.166108853
509801,-0.2318,0.0392,0.0282,-0.2695,0.8913,0.061585769,0.025129825,0.363674796,0.197961049,0.008400843
509901,-0.2801,0.0274,0.0195,-0.2829,0.871,0.042165377,0.016980508,0.350762798,0.165454923,-0.033708791
510001,-0.4,0.0553,0.0222,-0.2662,0.8388,0.070996532,0.018658644,0.220450842,0.23525579,-0.176698091
510101,-0.3525,0.025,0.0141,-0.2357,0.4279,0.027586784,0.00604745,0.093809159,0.158110376,-0.251598907
510201,-0.2368,0.0314,0.0322,-0.2122,0.6387,0.044509093,0.020595789,0.295525624,0.177074886,-0.101260104
510301,-0.3259,0.0338,0.0201,-0.2756,1.0138,0.054532557,0.020420396,0.379625321,0.183931012,-0.046536278
510401,-0.3844,0.0373,0.0214,-0.3017,1.0196,0.059592867,0.021839046,0.373651813,0.193199078,-0.076801061
510501,-0.3499,0.0204,0.0233,-0.2811,1.4411,0.068875155,0.033638692,0.703847208,0.14282006,0.055179458
510601,-0.2843,0.00739,0.0291,-0.2084,1.0412,0.038936025,0.030296325,0.810177903,0.085970448,-0.067329864
510701,-0.2825,0.00476,0.018,-0.2351,0.6477,0.012305219,0.011645878,0.612998672,0.069008232,-0.130288448
510801,-0.2831,0.003,0.0165,-0.2679,0.9714,0.018583047,0.016038262,0.83839073,0.054801392,-0.022823968
510901,-0.3174,0.00373,0.0426,-0.2876,0.7343,0.026694056,0.031269016,0.860097291,0.061111135,-0.106241124
511001,-0.3613,0.00952,0.0123,-0.245,1.1633,0.026177027,0.014316695,0.636206136,0.097586073,-0.076330272
511101,-0.2556,0.00509,0.0235,-0.2263,0.8051,0.020291027,0.018884539,0.749280551,0.071325698,-0.073447256
511201,-0.2399,0.00493,0.0176,-0.2474,0.4293,0.008175788,0.007571614,0.397539789,0.070182528,-0.133705032
511301,-0.3289,0.012,0.0313,-0.193,0.6,0.023216999,0.018771215,0.485069134,0.109339607,-0.213156492
511401,-0.2829,0.00678,0.0291,-0.2388,0.7335,0.022457243,0.021368116,0.697901133,0.082366909,-0.107748817
511501,-0.2784,0.0088,0.0161,-0.2602,1.4084,0.040788817,0.022713089,0.784274124,0.093804069,0.088093882
511601,-0.2274,0.0307,0.0202,-0.2463,0.259,0.032039265,0.005235897,0.042324065,0.175166301,-0.163609638
511701,-0.2225,0.00914,0.0268,-0.2367,0.6301,0.019773193,0.016871983,0.537653248,0.095614181,-0.073382611
511801,-0.302,0.0423,0.0194,-0.2596,0.5943,0.049151252,0.011517151,0.139255227,0.205685884,-0.147719647
511901,-0.2418,0.015,0.0225,-0.2436,1.18,0.046374493,0.026607043,0.677026042,0.122383633,0.0457029
512001,-0.2973,0.0122,0.0341,-0.2021,0.8708,0.038041008,0.029718393,0.680310485,0.110278337,-0.121293988
512101,-0.3788,0.0531,0.0114,-0.2288,2.5091,0.125156623,0.028709384,0.575556997,0.230481785,0.195264213
512201,-0.2613,0.0425,0.0178,-0.238,0.8031,0.053916835,0.014261791,0.212428332,0.206066426,-0.070218025
512301,-0.3924,0.0172,0.0158,-0.2471,0.6743,0.024379348,0.010634165,0.294114994,0.131183139,-0.225777047
512401,-0.2787,0.00986,0.0216,-0.2594,1.0559,0.033965859,0.022827855,0.709674332,0.099303378,-0.00478691
512501,-0.3394,0.1057,0.0239,-0.2671,1.0335,0.131226962,0.02465708,0.194199303,0.325181145,-0.063296567
512601,-0.3114,0.0595,0.0162,-0.2467,1.1223,0.079878496,0.01816058,0.255153985,0.243920437,-0.034592887
512701,-0.2881,0.0203,0.0183,-0.2555,0.4632,0.024211893,0.008497259,0.162564955,0.142393426,-0.169801349
512801,-0.2756,0.00896,0.0147,-0.2587,0.5627,0.013620761,0.008280343,0.342070523,0.0946652,-0.130071315
512901,-0.3512,0.0482,0.0152,-0.2613,1.1135,0.067081366,0.016921257,0.280880628,0.219634947,-0.06023698
513001,-0.3643,0.0217,0.0105,-0.2762,0.4752,0.024122283,0.005003246,0.098568114,0.147460487,-0.233023475
513101,-0.3353,0.021,0.013,-0.2385,1.4815,0.049489048,0.019252567,0.576346225,0.144797175,0.018018155
513201,-0.3767,0.0275,0.0237,-0.2589,0.7499,0.040754639,0.01773777,0.326373628,0.165690675,-0.182569693
513301,-0.2591,0.0156,0.0244,-0.2402,0.8406,0.032871221,0.02051314,0.524593504,0.125008767,-0.057147719
513401,-0.2882,0.0196,0.017,-0.2808,1.419,0.053826267,0.024153116,0.636723417,0.139834983,0.11027735
513501,-0.3199,0.055,0.0177,-0.2383,0.507,0.059576713,0.008987135,0.076487006,0.234563144,-0.199082007
513601,-0.2569,0.00858,0.0268,-0.2724,0.6462,0.019785286,0.017337695,0.566222638,0.092641294,-0.080934088
513701,-0.2929,0.00658,0.0241,-0.2657,0.3282,0.009174231,0.00790994,0.282967938,0.081106212,-0.205761703
513801,-0.2807,0.0175,0.0213,-0.2872,0.6181,0.025650373,0.013184839,0.317699926,0.132292296,-0.103159525
513901,-0.3446,0.0178,0.0169,-0.2469,0.5561,0.022976037,0.009380065,0.227031509,0.133265721,-0.207251565
514001,-0.3456,0.0441,0.0358,-0.2529,0.5746,0.055940236,0.020581056,0.211388815,0.21003594,-0.200283644
514101,-0.3768,0.0127,0.0254,-0.2903,0.667,0.023956106,0.016945082,0.471784986,0.112489887,-0.183141526
514201,-0.2989,0.0445,0.016,-0.2589,1.5482,0.082913981,0.024821188,0.46346733,0.210917187,0.101918833
514301,-0.2538,0.00377,0.017,-0.2472,0.3817,0.006241931,0.006486852,0.396672369,0.061367168,-0.159431868
514401,-0.243,0.00262,0.0174,-0.2549,1.0062,0.020190388,0.017464635,0.870356932,0.051161937,0.013461354
514501,-0.2543,0.000758,0.0303,-0.2188,0.8414,0.022213563,0.025501625,0.965888014,0.027527236,-0.070242299
514601,-0.2467,0.000822,0.0537,-0.1905,0.8732,0.041807368,0.046934746,0.980346996,0.02866427,-0.080389693
514701,-0.2502,0.00155,0.0295,-0.1957,0.9238,0.02671382,0.027237702,0.941890395,0.039399613,-0.069398907
514801,-0.2945,0.00124,0.0181,-0.2753,0.6737,0.009442102,0.01217422,0.868634379,0.035218852,-0.109077218
514901,-0.2895,0.000857,0.0211,-0.2323,0.7156,0.011658025,0.015092876,0.926468204,0.029278584,-0.123288294
515001,-0.2735,0.000675,0.0211,-0.2604,0.8678,0.016567153,0.018314137,0.9592753,0.025974841,-0.047619843
515101,-0.2565,0.00308,0.0134,-0.2334,1.0804,0.018697055,0.014457115,0.83539196,0.055476893,-0.004409498
515201,-0.2246,0.0605,0.0152,-0.2512,1.0261,0.07650206,0.015600067,0.209241706,0.245956579,0.033237324
515301,-0.2927,0.0134,0.0432,-0.26,0.8937,0.047925594,0.038649702,0.720703724,0.115695462,-0.060272298
515401,-0.2756,0.0326,0.0144,-0.2306,-0.9512,0.045629634,-0.013715021,0.285914076,0.180508945,-0.494990243
515501,-0.275,0.00381,0.0168,-0.2473,0.8133,0.014909422,0.013646904,0.744472701,0.061723289,-0.073880633
515601,-0.2232,0.00921,0.0168,-0.1925,0.6654,0.016658698,0.011191347,0.447002259,0.095980323,-0.095113411
515701,-0.3033,0.0295,0.0267,-0.2054,0.4194,0.034207712,0.011210218,0.137426658,0.171775028,-0.217131525
515801,-0.3052,0.0128,0.0171,-0.238,0.8798,0.026093384,0.015075417,0.50830768,0.11326922,-0.095874829
515901,-0.3359,0.0142,0.0145,-0.2372,1.3839,0.041864293,0.020021544,0.661834386,0.118983463,-0.007653387
516001,-0.3305,0.0299,0.0224,-0.2212,0.5717,0.037174752,0.012787514,0.196660364,0.172811898,-0.204080867
516101,-0.3546,0.0449,0.0186,-0.2431,0.4278,0.04828814,0.007968101,0.070584426,0.211848411,-0.250645858
516201,-0.3504,0.0392,0.0577,-0.2823,1.2211,0.125220327,0.070444804,0.686945408,0.197991915,-0.005724689
516301,-0.3418,0.0242,0.0202,-0.279,0.7837,0.036570431,0.015804728,0.338714829,0.155510398,-0.123118303
516401,-0.4042,0.0238,0.0271,-0.2869,0.8626,0.04395131,0.023417947,0.459598913,0.154114683,-0.156740715
516501,-0.3054,0.00606,0.0181,-0.2125,0.6032,0.012634683,0.010901954,0.520458638,0.077838635,-0.177190195
516601,-0.317,0.0082,0.0396,-0.2137,0.7108,0.028221784,0.028167183,0.709431771,0.090555806,-0.165111137
516701,-0.281,0.0239,0.0143,-0.2291,0.6536,0.029999359,0.009315994,0.202955727,0.15463123,-0.1313013
516801,-0.2348,0.0392,0.0212,-0.2457,0.1488,0.03968399,0.003154643,0.011827288,0.198026858,-0.198228648
516901,-0.2974,0.0181,0.0296,-0.2741,0.5633,0.027518903,0.016681272,0.341467754,0.134618295,-0.143045923
517001,-0.1734,0.0215,0.0246,-0.2319,0.5138,0.028009769,0.012634413,0.231770077,0.146689954,-0.054194222
517101,-0.3375,0.0128,0.031,-0.3065,0.5695,0.022872705,0.017647907,0.439433192,0.113232853,-0.162937248
517201,-0.3388,0.0224,0.0203,-0.2415,0.3609,0.025078375,0.007310427,0.105199278,0.149800361,-0.251651544
517301,-0.2687,0.0262,0.0236,-0.2372,0.867,0.043989334,0.02046476,0.403353827,0.162006383,-0.063000323
517401,-0.1953,0.00971,0.0251,-0.2025,1.3192,0.053472846,0.033174771,0.818408631,0.098540385,0.071807665
517501,-0.3875,0.0314,0.0266,-0.2445,0.5073,0.038267276,0.013473951,0.178606078,0.177292154,-0.26346016
517601,-0.2841,0.0333,0.029,-0.2373,0.9274,0.058245937,0.02686791,0.427809353,0.182558978,-0.064072594
517701,-0.3201,0.0132,0.0206,-0.2572,0.5411,0.019201423,0.011141745,0.31397375,0.114772299,-0.180897437
517801,-0.3637,0.0282,0.0159,-0.2408,1.1357,0.048791742,0.018099921,0.421299852,0.16803508,-0.090302684
517901,-0.2779,0.0215,0.024,-0.2428,0.6948,0.033024843,0.016650966,0.350319844,0.146477251,-0.109234011
518001,-0.2972,0.0482,0.0276,-0.2482,1.6663,0.124799035,0.045967893,0.613744808,0.21955472,0.1163963
518101,-0.3405,0.0103,0.0236,-0.2898,0.7981,0.025326657,0.01884717,0.593905709,0.101415042,-0.109251091
518201,-0.2215,0.0305,0.0456,-0.2413,1.0247,0.078369151,0.046737793,0.611115902,0.174575247,0.025783205
518301,-0.3611,0.0223,0.0201,-0.2892,0.631,0.030351605,0.012700523,0.26405973,0.149455573,-0.178673002
518401,-0.2242,0.0431,0.0247,-0.2233,0.913,0.063646431,0.022515825,0.322995931,0.207578643,-0.020253657
518501,-0.1939,0.00356,0.0155,-0.2202,1.0061,0.01930046,0.015641251,0.815375286,0.059693734,0.027667526
518601,-0.2805,0.00392,0.0185,-0.2338,0.6724,0.012292477,0.012455592,0.681328861,0.062588,-0.123263615
518701,-0.211,0.048,0.0122,-0.2866,-0.2137,0.048591815,-0.002598934,0.01142723,0.219172409,-0.272263307
518801,-0.3038,0.00547,0.0247,-0.2856,0.9405,0.027289888,0.023196513,0.799392434,0.073990257,-0.035165087
518901,-0.2797,0.000743,0.0237,-0.2673,0.9594,0.022589602,0.022769861,0.967097609,0.027262647,-0.023289039
