Iteration,MuTheta,Lambda2,Sig2Gamma,MuGamma,beta,Sig2Theta,CovThetaGamma,R2,rmse,intercept
911901,-0.2776,0.00158,0.0436,-0.2648,0.6888,0.022285619,0.030057873,0.929072426,0.039757577,-0.095198724
912001,-0.1996,0.0029,0.0137,-0.2353,0.5678,0.00730064,0.007758191,0.603368603,0.053811366,-0.065998254
912101,-0.1813,0.0024,0.0212,-0.1811,0.9295,0.020748889,0.019736263,0.884176175,0.049022604,-0.012999819
912201,-0.2467,0.00149,0.0201,-0.2155,0.5213,0.00694229,0.010459402,0.785459734,0.038592755,-0.134311339
912301,-0.267,0.000882,0.0205,-0.2259,0.7378,0.012026619,0.015105137,0.926662945,0.029698431,-0.100353557
912401,-0.2662,0.00615,0.0223,-0.2124,1.0595,0.031218316,0.023661079,0.803038836,0.078414258,-0.04117073
912501,-0.3402,0.015,0.0196,-0.253,0.7293,0.025429209,0.014330617,0.410998376,0.122384008,-0.155724476
912601,-0.1748,0.0356,0.0192,-0.2151,1.7978,0.097814218,0.034600278,0.635940213,0.188706712,0.211947966
912701,-0.2986,0.0257,0.0214,-0.2253,1.2516,0.059266057,0.02682864,0.566571055,0.160273592,-0.016536486
912801,-0.3783,0.0391,0.0174,-0.2503,1.3265,0.069750229,0.023092017,0.439171248,0.197782542,-0.046237509
912901,-0.1901,0.0316,0.0337,-0.2359,0.9645,0.062993648,0.03254511,0.49827732,0.177778913,0.037436484
913001,-0.3668,0.0561,0.0251,-0.2198,0.4977,0.062303665,0.012513162,0.099962567,0.236802937,-0.257408427
913101,-0.2273,0.0404,0.0252,-0.255,1.219,0.077732059,0.030662168,0.480834299,0.200887578,0.08348396
913201,-0.2382,0.00733,0.0348,-0.2616,1.12,0.051022462,0.039014956,0.856412468,0.085593162,0.054703718
913301,-0.3176,0.0167,0.0163,-0.2451,1.1818,0.039433849,0.019273535,0.57761286,0.129059485,-0.027960499
913401,-0.2841,0.0577,0.0201,-0.1928,1.3485,0.094229049,0.027123191,0.388166837,0.24010926,-0.024058495
913501,-0.3436,0.0257,0.0285,-0.2431,1.1101,0.060813618,0.031663747,0.577978736,0.160201872,-0.07376991
913601,-0.3443,0.012,0.0109,-0.2417,0.6761,0.016949409,0.007336017,0.292628116,0.109496737,-0.180903253
913701,-0.3321,0.0436,0.0232,-0.2727,0.8021,0.058484386,0.018586513,0.254910823,0.208748851,-0.11340082
913801,-0.2779,0.013,0.0346,-0.202,-0.2435,0.015016472,-0.008412039,0.136381862,0.113879312,-0.327109494
913901,-0.2946,0.00439,0.0228,-0.299,0.7408,0.016880096,0.01685959,0.739948297,0.066254794,-0.073011557
914001,-0.2759,0.00986,0.0148,-0.2105,1.3345,0.03630517,0.01981524,0.728368957,0.099305645,0.005029662
914101,-0.248,0.0417,0.0232,-0.2009,0.702,0.053128114,0.016297888,0.215347406,0.204174221,-0.106978363
914201,-0.3074,0.0191,0.0238,-0.2801,1.4809,0.071273032,0.035246787,0.732347342,0.138117401,0.107482541
914301,-0.3165,0.039,0.0223,-0.247,0.9193,0.057833645,0.020479383,0.325516506,0.197504022,-0.089447656
914401,-0.4505,0.0395,0.0316,-0.2787,1.0433,0.073876755,0.032916664,0.464844408,0.198835506,-0.159835406
914501,-0.3263,0.0554,0.0248,-0.2402,0.6716,0.066642615,0.016673074,0.168034694,0.235466226,-0.164960686
914601,-0.3402,0.0466,0.0257,-0.1904,0.866,0.065849768,0.022240471,0.292490417,0.215845644,-0.175289157
914701,-0.343,0.0186,0.0307,-0.2756,0.667,0.03220538,0.020448789,0.423539483,0.136253918,-0.159104008
914801,-0.2997,0.025,0.0274,-0.2859,0.5768,0.034118659,0.015784461,0.266848796,0.158158578,-0.134856642
914901,-0.2894,0.0349,0.0154,-0.2076,1.3866,0.064555277,0.02139959,0.459638695,0.186770376,-0.001550217
915001,-0.3079,0.0339,0.0141,-0.2478,0.8276,0.043516103,0.011669367,0.22194095,0.1840057,-0.102852338
915101,-0.3324,0.0232,0.0287,-0.2421,0.4304,0.028531277,0.01233931,0.186146961,0.152381976,-0.228136383
915201,-0.3316,0.0449,0.0219,-0.2421,0.2746,0.046519857,0.006020776,0.035545289,0.211816654,-0.265137148
915301,-0.3215,0.0325,0.0162,-0.2724,1.8202,0.086138338,0.02944704,0.622262995,0.180381922,0.174324598
915401,-0.2605,0.00582,0.0167,-0.2604,0.8312,0.017384007,0.013907896,0.664981678,0.07631488,-0.044053732
915501,-0.3181,0.00996,0.0289,-0.286,0.8327,0.029974271,0.024033004,0.667608651,0.099815772,-0.080013441
915601,-0.3023,0.0334,0.0172,-0.2322,1.1723,0.056966901,0.020117934,0.413999133,0.182709204,-0.030119087
915701,-0.3367,0.0151,0.0327,-0.2629,1.2686,0.067757548,0.041487736,0.776757811,0.1229892,-0.003170414
915801,-0.4095,0.0582,0.0236,-0.2551,1.238,0.09439808,0.029217185,0.3831672,0.241304438,-0.093725404
915901,-0.3589,0.0403,0.0152,-0.2678,-0.0687,0.040408971,-0.001042575,0.001772862,0.200841559,-0.377259575
916001,-0.2403,0.0108,0.0136,-0.2464,0.3278,0.012278723,0.004445518,0.118688404,0.104025868,-0.159500084
916101,-0.2661,0.00514,0.0302,-0.242,1.1148,0.042615099,0.033613153,0.879303157,0.071718254,0.003688082
916201,-0.3123,0.013,0.0255,-0.2251,0.6923,0.025246105,0.017621749,0.483223274,0.114221712,-0.156436739
916301,-0.3436,0.0323,0.0172,-0.2527,1.0196,0.050157301,0.017537359,0.356512234,0.179654139,-0.08589593
916401,-0.407,0.0156,0.0302,-0.3158,0.8482,0.037315335,0.025648567,0.582982904,0.124744269,-0.139098985
916501,-0.3625,0.038,0.0242,-0.2753,0.6695,0.048866486,0.016226061,0.222291862,0.194945797,-0.178228559
916601,-0.2942,0.0122,0.0131,-0.2402,1.0395,0.02642355,0.013652969,0.537106195,0.110595196,-0.044440144
916701,-0.3054,0.0101,0.0182,-0.2795,1.3019,0.040963689,0.023733505,0.754287183,0.100325986,0.058430672
916801,-0.3038,0.0258,0.0191,-0.2371,0.8217,0.038670527,0.015709165,0.333779922,0.16050882,-0.108941966
916901,-0.243,0.0565,0.0212,-0.253,1.0797,0.08123752,0.022906793,0.304459665,0.237705641,0.030145541
917001,-0.327,0.00608,0.025,-0.2744,0.9157,0.02701455,0.022857045,0.774807052,0.077996706,-0.075665228
917101,-0.3614,0.0432,0.0229,-0.2613,0.3366,0.04582908,0.007693007,0.056502979,0.207941339,-0.273454266
917201,-0.3401,0.0126,0.019,-0.2388,0.9162,0.028558875,0.017423408,0.558974033,0.112228363,-0.121262028
917301,-0.3234,0.0296,0.0406,-0.2275,1.7394,0.152518862,0.070685074,0.806115869,0.171962168,0.072268339
917401,-0.4156,0.0231,0.0154,-0.2948,1.0058,0.038638671,0.015496283,0.403377997,0.151831095,-0.119112059
917501,-0.3692,0.0437,0.0129,-0.2697,0.5358,0.047425547,0.006890652,0.07784581,0.209125958,-0.224704759
917601,-0.3454,0.0298,0.0137,-0.2923,1.0566,0.045086784,0.014499687,0.33978588,0.172530959,-0.036538873
917701,-0.2555,0.0527,0.0148,-0.2337,0.218,0.05345279,0.003237427,0.013206131,0.229666901,-0.2045569
917801,-0.2708,0.0185,0.0183,-0.2362,0.782,0.029752718,0.014346713,0.377088259,0.136137126,-0.086084676
917901,-0.2607,0.0337,0.0368,-0.1662,0.8847,0.06250036,0.032597712,0.461418887,0.183470743,-0.113680827
918001,-0.2845,0.0162,0.023,-0.2008,1.1102,0.044599968,0.025553579,0.636090987,0.127398314,-0.061545928
918101,-0.3067,0.0397,0.0237,-0.264,0.754,0.053227199,0.017894077,0.253496716,0.199334591,-0.107652453
918201,-0.3091,0.01,0.0242,-0.258,0.4828,0.0156481,0.011705115,0.361168442,0.0999825,-0.184509588
918301,-0.2944,0.0125,0.0177,-0.3145,0.4619,0.016246056,0.008181334,0.232583654,0.111657909,-0.149216239
918401,-0.3062,0.0532,0.0323,-0.2432,0.9922,0.08500603,0.032053205,0.374112607,0.230660362,-0.064846828
918501,-0.22,0.034,0.0225,-0.2536,0.9353,0.053700407,0.021015636,0.366033324,0.184510889,0.017164327
918601,-0.373,0.0355,0.0189,-0.2344,0.4563,0.03946031,0.008613321,0.099596031,0.188494614,-0.266004094
918701,-0.264,0.026,0.0383,-0.2343,1.4057,0.101729573,0.053877641,0.744489429,0.16122339,0.065332998
918801,-0.2069,0.0183,0.0221,-0.2459,0.3372,0.020764368,0.007440656,0.120842568,0.135111614,-0.123986918
918901,-0.2474,0.00786,0.0295,-0.2156,0.884,0.03095159,0.026118175,0.745963605,0.088672602,-0.0567798
919001,-0.1885,0.0347,0.0142,-0.1898,1.1045,0.052032148,0.015727011,0.33383998,0.186176627,0.021172799
919101,-0.3425,0.015,0.0231,-0.2846,0.704,0.026484995,0.016243298,0.431763145,0.122677423,-0.14209645
919201,-0.3295,0.1002,0.0227,-0.2147,1.2781,0.137299348,0.029055682,0.270472955,0.316486315,-0.055082161
919301,-0.2944,0.0192,0.0357,-0.2502,1.1946,0.07018732,0.042670445,0.726249903,0.138613801,0.004467693
919401,-0.2817,0.0261,0.0232,-0.2507,1.1428,0.056404973,0.026552763,0.537960311,0.161435238,0.004749408
919501,-0.2981,0.0465,0.0212,-0.2144,0.5951,0.053965952,0.012595083,0.138889547,0.215570511,-0.170469589
919601,-0.19,0.00385,0.0248,-0.2089,0.6583,0.014585145,0.016307263,0.736003069,0.062051862,-0.052506365
919701,-0.2976,0.0107,0.0226,-0.265,0.813,0.025669944,0.018376009,0.581985162,0.103587728,-0.082220751
919801,-0.3338,0.00103,0.0289,-0.2909,0.8681,0.022774045,0.025050402,0.954877209,0.032056644,-0.081230615
919901,-0.38,0.00581,0.0168,-0.2926,1.1643,0.028623456,0.019596932,0.797122327,0.076204069,-0.039265496
920001,-0.4032,0.0632,0.0332,-0.2761,1.0808,0.101972991,0.035898172,0.380487153,0.251343546,-0.104793648
920101,-0.3065,0.0219,0.0245,-0.2608,0.6933,0.033647486,0.017015395,0.350597289,0.147820054,-0.125632159
920201,-0.2913,0.0572,0.0269,-0.2768,1.3712,0.107709211,0.036851835,0.469161003,0.239115556,0.08830807
920301,-0.3732,0.01,0.0304,-0.2944,1.1919,0.053212037,0.036233412,0.811593332,0.100127432,-0.022376492
920401,-0.3522,0.0197,0.0164,-0.279,0.6185,0.025965431,0.010119254,0.241031513,0.140381422,-0.179602303
920501,-0.3092,0.0216,0.0384,-0.2814,0.5264,0.032211979,0.020235049,0.330685948,0.146833001,-0.161069962
920601,-0.3492,0.0426,0.0479,-0.2916,0.1271,0.043327044,0.006088663,0.017865644,0.206283733,-0.312162485
920701,-0.2864,0.0402,0.0166,-0.2534,1.4623,0.075828744,0.024341283,0.469400332,0.200585908,0.084206835
920801,-0.2767,0.0351,0.0291,-0.2491,1.7742,0.12661278,0.051559866,0.722504274,0.187442005,0.165227283
920901,-0.3289,0.0399,0.0256,-0.271,1.8489,0.127415471,0.047360536,0.687242999,0.19962485,0.172227657
921001,-0.2098,0.00832,0.0186,-0.2519,0.7728,0.019443162,0.014389959,0.571947761,0.091228773,-0.015131891
921101,-0.3441,0.0254,0.0321,-0.2767,1.5047,0.098097582,0.048338043,0.741443977,0.159259915,0.07225278
921201,-0.3016,0.0467,0.017,-0.271,0.5603,0.052023463,0.009500079,0.102318223,0.216103018,-0.149725447
921301,-0.3873,0.0329,0.0303,-0.3195,1.5122,0.102227621,0.045840829,0.678080761,0.181408484,0.095872863
921401,-0.372,0.0379,0.0231,-0.2653,1.4602,0.0871173,0.033739003,0.565527107,0.194551035,0.015310237
921501,-0.4149,0.0246,0.0148,-0.3004,1.1595,0.044508377,0.017130452,0.446271489,0.156989036,-0.066589127
921601,-0.3022,0.00975,0.0158,-0.2473,0.8276,0.020558044,0.01305841,0.525694936,0.098746059,-0.097527246
921701,-0.2634,0.00731,0.0281,-0.2617,0.4447,0.012858324,0.012480932,0.431642786,0.085487549,-0.147045933
921801,-0.3079,0.0476,0.0183,-0.2622,0.9981,0.065828154,0.018283456,0.277223649,0.218126186,-0.046186235
921901,-0.2789,0.0186,0.0216,-0.2805,0.1659,0.019184821,0.003575964,0.030915819,0.136351408,-0.2323968
922001,-0.2254,0.0733,0.014,-0.259,0.4692,0.076362986,0.006583721,0.040451787,0.270691644,-0.103857471
922101,-0.3568,0.043,0.0268,-0.241,-0.1735,0.043774802,-0.00465576,0.018448768,0.207285337,-0.398606831
922201,-0.3503,0.0425,0.0429,-0.2686,0.7904,0.069326951,0.033948016,0.38705639,0.206139544,-0.138043448
922301,-0.2676,0.0254,0.024,-0.2158,0.8882,0.044327153,0.021342802,0.427660735,0.159280162,-0.07589649
922401,-0.356,0.0242,0.0201,-0.2737,1.4679,0.067457889,0.029462904,0.641129285,0.155591326,0.045786758
922501,-0.229,0.0256,0.0179,-0.2162,1.1257,0.048355306,0.020177161,0.469727544,0.160129594,0.014453341
922601,-0.2609,0.00624,0.0296,-0.2486,1.2514,0.052602602,0.037043212,0.881281805,0.07902459,0.050119909
922701,-0.3622,0.0288,0.0174,-0.2921,1.2521,0.056065314,0.021780927,0.486415033,0.16968884,0.003558117
922801,-0.2845,0.0117,0.0294,-0.2579,0.78,0.029540215,0.02293124,0.605497245,0.107952287,-0.083297541
922901,-0.2946,0.0347,0.033,-0.2457,-0.0251,0.034728356,-0.000826555,0.000596904,0.18629983,-0.300804886
923001,-0.2608,0.014,0.00865,-0.2388,1.0363,0.023291209,0.008968594,0.399029498,0.118310309,-0.013388692
923101,-0.2915,0.0023,0.0202,-0.2551,0.6827,0.0117247,0.01380939,0.804115334,0.047923783,-0.117378112
923201,-0.2663,0.0228,0.02,-0.2464,0.266,0.024258227,0.005315255,0.058285283,0.151143406,-0.200727898
923301,-0.4018,0.0228,0.0163,-0.2759,0.7926,0.033000607,0.012928063,0.310510421,0.150842881,-0.183161857
923401,-0.3287,0.0225,0.0381,-0.2119,0.4642,0.030739786,0.017678075,0.266964083,0.150111183,-0.230340565
923501,-0.2982,0.025,0.0304,-0.2278,0.5677,0.034785494,0.0172425,0.281375367,0.15810665,-0.168858345
923601,-0.3688,0.0211,0.0279,-0.266,1.0061,0.049324681,0.028070864,0.572598056,0.145194575,-0.101183763
923701,-0.3559,0.0117,0.0218,-0.2833,1.0481,0.03563879,0.022851685,0.672029277,0.108113272,-0.058946406
923801,-0.246,0.0394,0.0159,-0.2259,0.323,0.041057414,0.00515209,0.040534596,0.198477122,-0.173048308
923901,-0.2408,0.0284,0.0366,-0.2091,0.9076,0.058569041,0.033191469,0.514349213,0.16865379,-0.051002554
924001,-0.2865,0.0187,0.00986,-0.2677,1.3972,0.037929431,0.013782529,0.507708083,0.136646816,0.087524756
924101,-0.2754,0.017,0.0209,-0.2587,0.5758,0.023957202,0.012021748,0.288940847,0.130518152,-0.126415287
924201,-0.2975,0.0154,0.03,-0.2354,0.9696,0.04365248,0.02909118,0.646143962,0.124284728,-0.069253473
924301,-0.2997,0.0212,0.0262,-0.2901,0.5354,0.028765246,0.014053336,0.261561038,0.145744223,-0.144408795
924401,-0.406,0.00664,0.0171,-0.281,1.8706,0.066545735,0.032023862,0.900173072,0.081504947,0.119571197
924501,-0.2741,0.0171,0.0148,-0.2571,0.8079,0.026723183,0.01194736,0.361183683,0.130656823,-0.066382593
924601,-0.4083,0.0259,0.0251,-0.2737,0.3664,0.029254211,0.009209982,0.115350213,0.160871787,-0.307985713
924701,-0.3531,0.033,0.0274,-0.2657,1.299,0.079218828,0.035572435,0.583286181,0.181690892,-0.007933049
924801,-0.3251,0.0297,0.0361,-0.2941,0.721,0.04844921,0.026008289,0.387066162,0.172325739,-0.113043323
924901,-0.2902,0.0202,0.012,-0.2708,0.8375,0.028601215,0.010014823,0.293271243,0.14217349,-0.063385548
925001,-0.371,0.0309,0.0258,-0.2837,0.8811,0.050960432,0.022717272,0.392786327,0.175908701,-0.121095135
925101,-0.3674,0.0404,0.031,-0.2438,1.4284,0.103618067,0.044272425,0.61029785,0.200948211,-0.019044148
925201,-0.2686,0.0227,0.0201,-0.238,0.7757,0.034782657,0.015566733,0.347153775,0.15069083,-0.083943966
925301,-0.3217,0.0159,0.0231,-0.2973,1.026,0.040212745,0.023737781,0.605624461,0.125932216,-0.016664432
925401,-0.2527,0.0197,0.0215,-0.2423,0.6366,0.028452384,0.013708265,0.306725345,0.140446848,-0.098431693
925501,-0.2653,0.00651,0.0211,-0.2151,0.6579,0.01564359,0.013885819,0.583992065,0.080671294,-0.123826115
925601,-0.3508,0.0109,0.0275,-0.3138,1.1426,0.046803808,0.031462232,0.768086952,0.104184518,0.00776375
925701,-0.2921,0.0278,0.0155,-0.2462,0.2374,0.028717323,0.003684919,0.030465508,0.166860525,-0.233615565
925801,-0.3081,0.0219,0.0282,-0.2563,0.6001,0.032080964,0.016930244,0.316671495,0.148060249,-0.154334221
925901,-0.2974,0.0151,0.0133,-0.2219,0.545,0.019071255,0.00723876,0.206857512,0.122988711,-0.176442348
926001,-0.2939,0.0308,0.0211,-0.2432,0.8962,0.047743758,0.018878532,0.35435366,0.175572157,-0.075944975
926101,-0.2616,0.0292,0.0106,-0.2077,0.3107,0.030233055,0.003291927,0.033835981,0.170909595,-0.197039924
926201,-0.3206,0.0409,0.0159,-0.2476,-0.0233,0.040869386,-0.000368945,0.000209956,0.202140557,-0.326392365
926301,-0.2949,0.0166,0.0287,-0.25,1.4471,0.07679637,0.041583944,0.783597977,0.128914273,0.066928371
926401,-0.2415,0.00765,0.031,-0.2373,0.5706,0.017759904,0.017710991,0.569066331,0.087483374,-0.10611656
926501,-0.2665,0.0312,0.013,-0.2121,0.6291,0.036388387,0.0081972,0.141725587,0.176723572,-0.1330561
926601,-0.2425,0.0175,0.0177,-0.2146,0.172,0.018071798,0.00303611,0.028896935,0.132474822,-0.205600505
926701,-0.1636,0.0185,0.0221,-0.232,0.8502,0.034420847,0.018785656,0.463984698,0.135831147,0.033673145
926801,-0.2026,0.034,0.0289,-0.2418,1.0509,0.065901807,0.030388202,0.484571966,0.184303116,0.0514875
926901,-0.2842,0.0396,0.0179,-0.2714,1.146,0.063192327,0.020543314,0.372552481,0.199122748,0.026745877
927001,-0.3515,0.0254,0.0173,-0.2512,1.1825,0.049636182,0.020509184,0.488578501,0.159326741,-0.054473633
927101,-0.2785,0.0196,0.022,-0.2235,1.0158,0.042263379,0.022357117,0.537362697,0.139830668,-0.051450021
927201,-0.2836,0.0366,0.0102,-0.2429,1.7911,0.069411829,0.018339855,0.473250966,0.191213529,0.151494836
927301,-0.3623,0.0212,0.0182,-0.2728,0.7003,0.030134761,0.012770609,0.296755146,0.145575121,-0.171207111
927401,-0.2989,0.0133,0.0383,-0.3088,0.8358,0.039996626,0.03199931,0.668706932,0.115111272,-0.040770339
927501,-0.3272,0.059,0.0139,-0.2644,1.0851,0.075319611,0.015043906,0.216732208,0.242889739,-0.040297362
927601,-0.2815,0.0148,0.0156,-0.2533,0.8924,0.02719457,0.013900498,0.456126819,0.121615777,-0.055466575
927701,-0.257,0.0305,0.0145,-0.2797,1.0418,0.046277225,0.01510881,0.340119147,0.174749691,0.034402416
927801,-0.3091,0.0392,0.0178,-0.2466,0.9056,0.053787494,0.016099832,0.271069959,0.198008384,-0.085777411
927901,-0.2627,0.018,0.0258,-0.2905,1.2048,0.055402271,0.031056232,0.675340282,0.134115195,0.087329096
928001,-0.3919,0.041,0.037,-0.3229,0.3844,0.046502723,0.01422688,0.117592399,0.202569386,-0.267814965
928101,-0.2372,0.0256,0.0259,-0.2964,1.211,0.063604725,0.031349806,0.596861892,0.160129599,0.121670124
928201,-0.286,0.0174,0.0155,-0.2392,1.1953,0.039586525,0.018547209,0.560030058,0.131973031,-0.000063998
928301,-0.3664,0.0445,0.0145,-0.2601,1.0723,0.061119568,0.015517924,0.272249162,0.210902386,-0.08743457
928401,-0.4259,0.0217,0.0191,-0.3069,1.3369,0.055910633,0.025599391,0.612122058,0.147263374,-0.015568016
928501,-0.4087,0.0249,0.0259,-0.2255,0.7374,0.039013877,0.01910495,0.361086741,0.157881232,-0.242439649
928601,-0.2679,0.0383,0.0241,-0.2157,1.038,0.064251639,0.025013151,0.404111604,0.195670145,-0.044005275
928701,-0.3072,0.0189,0.0148,-0.2616,0.7622,0.027516619,0.011280186,0.312445635,0.13754698,-0.107761021
928801,-0.4854,0.0347,0.0227,-0.3255,1.6745,0.098458923,0.038068763,0.64742176,0.186318206,0.059682532
928901,-0.2984,0.0388,0.0419,-0.3162,0.5918,0.053448954,0.024806591,0.274659054,0.196897727,-0.111278163
929001,-0.2592,0.0775,0.014,-0.2334,1.3625,0.103562681,0.019120317,0.251558602,0.278407252,0.058828643
929101,-0.3755,0.0213,0.0121,-0.2617,1.5813,0.051627324,0.019202348,0.58815155,0.145817123,0.038321585
929201,-0.2774,0.0164,0.0307,-0.2746,0.3024,0.019244217,0.009270958,0.1457043,0.128219545,-0.194354411
929301,-0.2274,0.011,0.0305,-0.2283,1.091,0.047313754,0.033280885,0.767403655,0.104904748,0.021673684
929401,-0.3063,0.056,0.0168,-0.3041,0.6953,0.064102845,0.011708039,0.126999704,0.236562471,-0.094857872
929501,-0.2984,0.0379,0.0243,-0.231,1.3318,0.080945553,0.032357198,0.532369629,0.194557444,0.009310735
929601,-0.3177,0.0208,0.0261,-0.2778,0.8564,0.039905984,0.022321783,0.47901619,0.144188666,-0.079793331
929701,-0.1839,0.016,0.0234,-0.2257,1.2813,0.054421854,0.029986967,0.706017704,0.126487398,0.105297163
929801,-0.322,0.0248,0.0156,-0.2744,1.3381,0.0527433,0.020852388,0.529013041,0.157611569,0.045230496
929901,-0.329,0.00614,0.0245,-0.247,0.3614,0.009340136,0.008841487,0.342087257,0.078390016,-0.239760609
930001,-0.3383,0.0402,0.0215,-0.2498,1.5106,0.08920654,0.032462024,0.549707874,0.200422061,0.039091737
930101,-0.3348,0.0168,0.0176,-0.2368,0.5952,0.023051309,0.01047918,0.270578798,0.129669248,-0.19390219
930201,-0.3199,0.0876,0.0332,-0.2524,1.0308,0.122858615,0.034227253,0.287176359,0.295933312,-0.059749939
930301,-0.2163,0.0165,0.0345,-0.1782,0.8919,0.043890603,0.030735848,0.624548654,0.128369723,-0.05738049
930401,-0.2583,0.0372,0.0154,-0.2375,-0.296,0.038510231,-0.004564065,0.035085714,0.192766885,-0.328568569
930501,-0.263,0.00503,0.0227,-0.2437,0.548,0.011856169,0.012455203,0.575654133,0.070930363,-0.129439354
930601,-0.2478,0.00598,0.0178,-0.311,-0.3797,0.008543285,-0.006752946,0.300127484,0.077325353,-0.365886159
930701,-0.2959,0.0088,0.0168,-0.2583,0.8392,0.020626721,0.014095453,0.573467494,0.093797479,-0.079077575
930801,-0.3128,0.0202,0.0191,-0.2618,0.1525,0.020623175,0.002919703,0.021590107,0.142049,-0.272825455
930901,-0.2314,0.044,0.0123,-0.2136,1.8751,0.087153754,0.023038718,0.495662506,0.209654253,0.169166187
931001,-0.2525,0.0061,0.0146,-0.2424,1.662,0.046564863,0.024344197,0.868905043,0.07813078,0.150322583
931101,-0.2142,0.000888,0.0182,-0.2749,0.2713,0.002226677,0.004935745,0.601264697,0.029796888,-0.139585753
931201,-0.2433,0.00243,0.0157,-0.23,1.1631,0.023606728,0.018211839,0.897270695,0.049245332,0.024131717
931301,-0.2461,0.000752,0.0202,-0.2136,0.8552,0.015501208,0.017246458,0.951476088,0.027425887,-0.063475713
931401,-0.2089,0.00339,0.0256,-0.235,1.5052,0.061496769,0.038604202,0.94488598,0.058217988,0.144822962
931501,-0.2857,0.00862,0.025,-0.2245,1.0336,0.035364767,0.025874986,0.756253977,0.092844069,-0.053617491
931601,-0.2969,0.0034,0.0214,-0.2829,1.1642,0.032461846,0.024959617,0.895156683,0.058338732,0.032522945
931701,-0.3136,0.00395,0.0137,-0.2801,1.6355,0.040464922,0.022326049,0.902382014,0.062849854,0.144461767
931801,-0.3191,0.0296,0.0408,-0.288,0.55,0.041945399,0.022433975,0.294141363,0.172068365,-0.160750904
931901,-0.2794,0.033,0.0325,-0.2654,0.5546,0.042973499,0.018016102,0.232493617,0.181610668,-0.132161842
932001,-0.2153,0.029,0.0172,-0.2408,1.3628,0.060940557,0.02342314,0.523808577,0.170350728,0.112840676
932101,-0.3839,0.0271,0.0225,-0.3033,1.0267,0.050806452,0.023076742,0.466327918,0.164663248,-0.072471394
932201,-0.3443,0.0703,0.0224,-0.2894,1.0095,0.093135836,0.022592177,0.244879427,0.26519575,-0.052246155
